BA4173,GradLab,43.659646,-79.397766,43.659634,-79.397594,43.659623,-79.397602,Bahen,4,Metamaterials Lab
BA4175,GradStudentRoom,43.659705,-79.397818,43.659664,-79.397689,43.659592,-79.397763,Bahen,4,No description available
BA4177,GradStudentRoom,43.659683,-79.397924,43.65964,-79.397794,43.659586,-79.397787,Bahen,4,No description available
BA4181,GradLab,43.659601,-79.397976,43.65959,-79.397804,43.659581,-79.397805,Bahen,4,Electromagnetics Lab
BA4187,GradStudentRoom,43.659661,-79.398028,43.659619,-79.397901,43.659545,-79.397974,Bahen,4,Master of Engineering in Telecommunications
BA4160-90C,Corridor,0,0,0,0,43.65962,-79.397591,Bahen,4,No description available
BA4190S,Stairs,0,0,0,0,43.659542,-79.397971,Bahen,4,No description available
BA4186,GradStudentRoom,43.659536,-79.397926,43.659428,-79.397851,43.659552,-79.397911,Bahen,4,No description available
BA4182,GradStudentRoom,43.659542,-79.397895,43.659442,-79.397788,43.659561,-79.397863,Bahen,4,No description available
BA4176,GradLab,43.659553,-79.397847,43.659454,-79.397724,43.659579,-79.397781,Bahen,4,ECE Lab - Type A
BA4170,GradLab,43.659569,-79.39777,43.659553,-79.397587,43.659569,-79.39777,Bahen,4,Electromagnetics Lab
BA4200SU,Stairs,0,0,0,0,43.659515,-79.397544,Bahen,4,No description available
BA4200SD,Stairs,0,0,0,0,43.659419,-79.397673,Bahen,4,No description available
BA4287,MeetingRoom,43.659482,-79.397687,43.659438,-79.397555,43.659462,-79.397531,Bahen,4,No description available
BA4148,GradLab,43.65969,-79.397206,43.659656,-79.397056,43.659692,-79.397194,Bahen,4,Wireless and Internet Research Lab
BA4154,GradLab,43.659662,-79.397335,43.659631,-79.397185,43.659678,-79.397328,Bahen,4,Multimedia Communication Lab
BA4158,GradLab,43.659646,-79.397408,43.659548,-79.397296,43.659676,-79.397353,Bahen,4,Artificial Perception Lab
BA4162,GradLab,43.659633,-79.397467,43.659536,-79.397359,43.659656,-79.397424,Bahen,4,Communications Algorithm Lab
BA4164,MeetingRoom,43.659613,-79.397559,43.659556,-79.397438,43.65954,-79.397557,Bahen,4,ECE Graduate Seminar Room
BA4290,Office,43.659536,-79.39753,43.659521,-79.397424,43.659523,-79.39755,Bahen,4,No description available
BA4286,WashroomFemale,43.659477,-79.39751,43.659464,-79.39742,43.659448,-79.397526,Bahen,4,No description available
BA4284,WashroomMale,43.659446,-79.397498,43.659432,-79.397409,43.659448,-79.397526,Bahen,4,No description available
BA4218,Office,43.659318,-79.397901,43.659304,-79.397781,43.65929,-79.397797,Bahen,4,No description available
BA4206,Lab,43.659339,-79.397795,43.659325,-79.397677,43.659332,-79.397663,Bahen,4,Numerical Analysis and Scientific Computing Lab - Computer Science
BA4208,Office,43.6593,-79.397789,43.659277,-79.397657,43.659263,-79.397667,Bahen,4,Graduate Student Offices
BA4220S,Stairs,0,0,0,0,43.659274,-79.397793,Bahen,4,No description available
BA4222,Office,43.659244,-79.397872,43.659233,-79.397785,43.659243,-79.397774,Bahen,4,"R.Mathon, C.C Gotlieb - Computer Science"
BA4224,Office,43.659214,-79.397861,43.659166,-79.397803,43.659223,-79.397793,Bahen,4,W. Enright - Computer Science
BA4226,Office,43.659207,-79.397818,43.659173,-79.39777,43.659223,-79.397793,Bahen,4,C. Christara - Computer Science
BA4228,Office,43.659212,-79.397786,43.659181,-79.397734,43.659223,-79.397779,Bahen,4,K. Jackson - Computer Science
BA4230,Office,43.659221,-79.39775,43.659189,-79.397697,43.659238,-79.397731,Bahen,4,T. Fairgrieve - Computer Science
BA4232,Office,43.659238,-79.397731,43.659196,-79.397665,43.659241,-79.397713,Bahen,4,G. Baumgartner - Computer Science
BA4234,Office,43.659238,-79.39768,43.659204,-79.39763,43.659252,-79.397656,Bahen,4,Paul Gries - Computer Science
BA4236,Office,43.659244,-79.397645,43.659211,-79.397596,43.659258,-79.397643,Bahen,4,D. Horton - Computer Science
BA4238,Office,43.659252,-79.39761,43.659219,-79.397559,43.659267,-79.39759,Bahen,4,J. Campbel l- Computer Science
BA4240,Office,43.659259,-79.397577,43.659227,-79.397525,43.659271,-79.397575,Bahen,4,K. Reid - Computer Science
